flight_number,airline_name,airline_iata,aircraft_type,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,flight_status,data_source,distance_km,passenger_capacity,load_factor,co2_per_passenger_kg,co2_per_passenger_per_km,total_co2_kg,data_extracted_at,is_domestic,efficiency_vs_industry,airline_efficiency_reported,sustainability_report_year,sustainability_data_source,altitude,velocity,flight_category,efficiency_rating
6534,JetBlue Airways,B6,,CGK,DOH,2025-09-04T00:55:00+00:00,2025-09-04T05:20:00+00:00,scheduled,aviationstack_api,6219.84,180,0.8397074854210806,671.32,0.1079,101468.24,2025-09-03T23:21:11.456275,False,1.229,0.091,2023.0,Sustainability Report,,,Ultra-long-haul,Good
6668,Finnair,AY,,CGK,DOH,2025-09-04T00:55:00+00:00,2025-09-04T05:20:00+00:00,scheduled,aviationstack_api,6219.84,180,0.8295924010421096,679.51,0.1092,101468.94,2025-09-03T23:21:11.456275,False,1.244,,,,,,Ultra-long-haul,Good
5780,AlphaSky,AS,,CGK,DOH,2025-09-04T00:55:00+00:00,2025-09-04T05:20:00+00:00,scheduled,aviationstack_api,6219.84,180,0.833261949184738,676.52,0.1088,101469.31,2025-09-03T23:21:11.456275,False,1.239,,,,,,Ultra-long-haul,Good
8151,American Airlines,AA,,CGK,DOH,2025-09-04T00:55:00+00:00,2025-09-04T05:20:00+00:00,scheduled,aviationstack_api,6219.84,180,0.8667169556630155,650.4,0.1046,101468.29,2025-09-03T23:21:11.456275,False,1.191,0.092,2023.0,ESG Report,,,Ultra-long-haul,Excellent
473,Etihad Airways,EY,,CGK,AUH,2025-09-04T00:45:00+00:00,2025-09-04T05:50:00+00:00,scheduled,aviationstack_api,5900.35,180,0.891561220554595,599.94,0.1017,96278.98,2025-09-03T23:21:11.456275,False,1.158,,,,,,Ultra-long-haul,Excellent
8133,EgyptAir,MS,,CGK,AUH,2025-09-04T00:45:00+00:00,2025-09-04T05:50:00+00:00,scheduled,aviationstack_api,5900.35,180,0.826768732040996,646.95,0.1096,96278.05,2025-09-03T23:21:11.462786,False,1.248,,,,,,Ultra-long-haul,Good
9045,Garuda Indonesia,GA,,CGK,AUH,2025-09-04T00:45:00+00:00,2025-09-04T05:50:00+00:00,scheduled,aviationstack_api,5900.35,180,0.8837902510366323,605.21,0.1026,96278.17,2025-09-03T23:21:11.462786,False,1.168,,,,,,Ultra-long-haul,Excellent
359,Emirates,EK,,CGK,DXB,2025-09-04T00:45:00+00:00,2025-09-04T05:35:00+00:00,scheduled,aviationstack_api,5847.95,180,0.8766434228713392,604.75,0.1034,95427.02,2025-09-03T23:21:11.462786,False,1.178,0.084,2023.0,Environmental Report,,,Ultra-long-haul,Excellent
8853,Garuda Indonesia,GA,,CGK,DXB,2025-09-04T00:45:00+00:00,2025-09-04T05:35:00+00:00,scheduled,aviationstack_api,5847.95,180,0.7647641053794381,693.22,0.1185,95426.96,2025-09-03T23:21:11.462786,False,1.35,,,,,,Ultra-long-haul,Average
6359,flydubai,FZ,,CGK,DXB,2025-09-04T00:45:00+00:00,2025-09-04T05:35:00+00:00,scheduled,aviationstack_api,5847.95,180,0.7744181911368967,684.58,0.1171,95427.22,2025-09-03T23:21:11.462786,False,1.334,,,,,,Ultra-long-haul,Good
5808,Air Baltic,BT,,CGK,DXB,2025-09-04T00:45:00+00:00,2025-09-04T05:35:00+00:00,scheduled,aviationstack_api,5847.95,180,0.8890285590387434,596.33,0.102,95427.79,2025-09-03T23:21:11.462786,False,1.162,,,,,,Ultra-long-haul,Excellent
827,Saudia,SV,,CGK,JED,2025-09-04T00:40:00+00:00,2025-09-04T06:15:00+00:00,scheduled,aviationstack_api,7441.6,180,0.807223468202167,834.94,0.1122,121316.97,2025-09-03T23:21:11.462786,False,1.278,,,,,,Ultra-long-haul,Good
3215,Vietnam Airlines,VN,,CGK,JED,2025-09-04T00:40:00+00:00,2025-09-04T06:15:00+00:00,scheduled,aviationstack_api,7441.6,180,0.8259534244328067,816.0,0.1097,121316.04,2025-09-03T23:21:11.462786,False,1.249,,,,,,Ultra-long-haul,Good
9437,Garuda Indonesia,GA,,CGK,JED,2025-09-04T00:40:00+00:00,2025-09-04T06:15:00+00:00,scheduled,aviationstack_api,7441.6,180,0.7669415267501368,878.79,0.1181,121316.5,2025-09-03T23:21:11.462786,False,1.345,,,,,,Ultra-long-haul,Average
798,Cathay Pacific,CX,,CGK,HKG,2025-09-04T00:05:00+00:00,2025-09-04T06:05:00+00:00,scheduled,aviationstack_api,1953.36,180,0.7590372873588498,250.74,0.1284,34257.78,2025-09-03T23:21:11.462786,False,1.462,0.083,2023.0,Sustainability Report,,,Long-haul,Average
3489,Qatar Airways,QR,,CGK,HKG,2025-09-04T00:05:00+00:00,2025-09-04T06:05:00+00:00,scheduled,aviationstack_api,1953.36,180,0.8126028716746861,234.21,0.1199,34257.55,2025-09-03T23:21:11.462786,False,1.366,0.082,2023.0,Sustainability Report,,,Long-haul,Average
4148,British Airways,BA,,CGK,HKG,2025-09-04T00:05:00+00:00,2025-09-04T06:05:00+00:00,scheduled,aviationstack_api,1953.36,180,0.7804053928085573,243.87,0.1248,34257.14,2025-09-03T23:21:11.462786,False,1.421,0.09,2023.0,ESG Report,,,Long-haul,Average
8918,American Airlines,AA,,CGK,HKG,2025-09-04T00:05:00+00:00,2025-09-04T06:05:00+00:00,scheduled,aviationstack_api,1953.36,180,0.745134804785224,255.42,0.1308,34258.02,2025-09-03T23:21:11.462786,False,1.49,0.092,2023.0,ESG Report,,,Long-haul,Average
483,Thai Airways International,TG,,BKK,PER,2025-09-04T00:01:00+00:00,2025-09-04T07:45:00+00:00,scheduled,aviationstack_api,2547.88,180,0.8853904001953596,278.75,0.1094,44424.46,2025-09-03T23:21:11.462786,False,1.246,,,,,,Long-haul,Good
8163,Turkish Airlines,TK,,BKK,PER,2025-09-04T00:01:00+00:00,2025-09-04T07:45:00+00:00,scheduled,aviationstack_api,2547.88,180,0.8835082100956161,279.34,0.1096,44423.85,2025-09-03T23:21:11.462786,False,1.248,,,,,,Long-haul,Good
8631,Austrian,OS,,BKK,PER,2025-09-04T00:01:00+00:00,2025-09-04T07:45:00+00:00,scheduled,aviationstack_api,2547.88,180,0.886978400672981,278.25,0.1092,44424.31,2025-09-03T23:21:11.462786,False,1.244,,,,,,Long-haul,Good
9712,Lufthansa,LH,,BKK,PER,2025-09-04T00:01:00+00:00,2025-09-04T07:45:00+00:00,scheduled,aviationstack_api,2547.88,180,0.7889079001405113,312.84,0.1228,44424.35,2025-09-03T23:21:11.462786,False,1.399,0.0875,2023.0,Sustainability Report,,,Long-haul,Average
TVF37BY,Unknown Airline,,A320,CDG,LAX,,,,opensky_network,9124.23,180,0.7626706961494912,1026.0,0.1124,140850.02,2025-09-03T23:21:13.400027,False,1.28,,,,1630.68,104.44,Ultra-long-haul,Good
N156VR,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.7534047529067524,1234.84,0.1138,167460.18,2025-09-03T23:21:13.400027,False,1.296,,,,525.78,58.21,Ultra-long-haul,Good
N759PA,Unknown Airline,,A320,ORD,LHR,,,,opensky_network,6362.42,180,0.7604762446182547,758.19,0.1192,103785.39,2025-09-03T23:21:13.400027,False,1.358,,,,,0.0,Ultra-long-haul,Average
CMD3,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.7934774945978479,668.27,0.1143,95446.3,2025-09-03T23:21:13.400564,False,1.302,,,,68.58,45.0,Ultra-long-haul,Good
TVF33SZ,Unknown Airline,,A320,CDG,LHR,,,,opensky_network,347.45,180,0.7350200590732835,71.03,0.2044,9397.53,2025-09-03T23:21:13.400564,False,2.328,,,,10020.3,245.24,Short-haul,Poor
N387AF,Unknown Airline,,A320,DEN,LHR,,,,opensky_network,7517.64,180,0.8834133035265574,770.69,0.1025,122550.8,2025-09-03T23:21:13.400564,False,1.167,,,,1912.62,54.21,Ultra-long-haul,Excellent
AXB1203,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8539020720778538,658.62,0.1061,101231.46,2025-09-03T23:21:13.400564,False,1.208,,,,2438.4,113.92,Ultra-long-haul,Excellent
MTH5,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.8528006242213374,1541.59,0.1004,236640.4,2025-09-03T23:21:13.400564,False,1.143,,,,3352.8,97.86,Ultra-long-haul,Excellent
AAL3102,American Airlines,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8381531169982613,632.65,0.1082,95446.36,2025-09-03T23:21:13.400564,False,1.232,0.092,2023.0,ESG Report,10058.4,242.2,Ultra-long-haul,Good
DAL380,Delta Air Lines,,A320,ATL,CDG,,,,opensky_network,7071.79,180,0.8468015569942531,756.5,0.107,115308.97,2025-09-03T23:21:13.400564,False,1.219,0.095,2023.0,Sustainability Report,8420.1,236.89,Ultra-long-haul,Excellent
JZA35,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.81460287724775,690.4,0.1113,101232.33,2025-09-03T23:21:13.400564,False,1.268,,,,38.1,61.74,Ultra-long-haul,Good
N28BR,Unknown Airline,,A320,ATL,FRA,,,,opensky_network,7425.9,180,0.762902523054947,881.58,0.1187,121060.73,2025-09-03T23:21:13.400564,False,1.352,,,,6035.04,100.76,Ultra-long-haul,Average
UAL2044,United Airlines,,A320,ATL,LAX,,,,opensky_network,3132.49,180,0.8421962426708033,373.83,0.1193,56670.88,2025-09-03T23:21:13.400564,True,1.359,0.089,2023.0,Sustainability Report,11269.98,248.84,Long-haul,Average
N156WM,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.7993298908127523,1163.89,0.1072,167459.77,2025-09-03T23:21:13.400564,False,1.221,,,,1234.44,48.98,Ultra-long-haul,Excellent
IGO6943,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8484611370538473,1096.5,0.101,167460.77,2025-09-03T23:21:13.400564,False,1.15,,,,8229.6,186.71,Ultra-long-haul,Excellent
IGO2409,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8168414521623304,1138.94,0.1049,167460.01,2025-09-03T23:21:13.400564,False,1.195,,,,11582.4,236.16,Ultra-long-haul,Excellent
DAL686,Delta Air Lines,,A320,ATL,LAX,,,,opensky_network,3132.49,180,0.8785062478955217,358.38,0.1144,56671.03,2025-09-03T23:21:13.400564,True,1.303,0.095,2023.0,Sustainability Report,6850.38,214.29,Long-haul,Good
AIC2401,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.7617512830090513,524.69,0.1317,71942.99,2025-09-03T23:21:13.400564,True,1.5,,,,7825.74,214.63,Long-haul,Average
AAL1901,American Airlines,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8223857067804404,612.49,0.1103,90666.54,2025-09-03T23:21:13.400564,False,1.256,0.092,2023.0,ESG Report,8069.58,238.19,Ultra-long-haul,Good
N3869D,Unknown Airline,,A320,LAX,SIN,,,,opensky_network,14113.72,180,0.8602541625048278,1405.51,0.0996,217637.25,2025-09-03T23:21:13.400564,False,1.134,,,,731.52,44.74,Ultra-long-haul,Excellent
GETET,Unknown Airline,,A320,LGW,JFK,,,,opensky_network,5583.58,180,0.7709410517868891,656.72,0.1176,91132.63,2025-09-03T23:21:13.400564,False,1.339,,,,6705.6,129.45,Ultra-long-haul,Average
MCB01,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8495495214908245,1064.83,0.1009,162832.65,2025-09-03T23:21:13.400564,False,1.149,,,,6705.6,105.9,Ultra-long-haul,Excellent
IGO1631,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8741584377912385,1034.85,0.0981,162832.11,2025-09-03T23:21:13.400564,False,1.117,,,,579.12,113.01,Ultra-long-haul,Excellent
IGO153,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8408533149756512,1075.84,0.102,162832.25,2025-09-03T23:21:13.400564,False,1.162,,,,1112.52,67.39,Ultra-long-haul,Excellent
UAL1188,United Airlines,,A320,LAX,CDG,,,,opensky_network,9124.23,180,0.8780987858713427,891.13,0.0977,140850.03,2025-09-03T23:21:13.400564,False,1.113,0.089,2023.0,Sustainability Report,,4.63,Ultra-long-haul,Excellent
N800NB,Unknown Airline,,A320,DEN,SYD,,,,opensky_network,8730.59,180,0.7538301646149642,993.38,0.1138,134791.17,2025-09-03T23:21:13.400564,False,1.296,,,,10363.2,180.35,Ultra-long-haul,Good
SCX423,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8531123867578576,1090.52,0.1005,167460.5,2025-09-03T23:21:13.400564,False,1.145,,,,10972.8,224.16,Ultra-long-haul,Excellent
N241TB,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8130291215730978,1144.28,0.1054,167459.93,2025-09-03T23:21:13.400564,False,1.2,,,,1059.18,60.33,Ultra-long-haul,Excellent
IGO285F,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.8229945579279053,1597.42,0.1041,236640.23,2025-09-03T23:21:13.400564,False,1.186,,,,,4.37,Ultra-long-haul,Excellent
IGO1205,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.845971110969905,472.45,0.1186,71942.23,2025-09-03T23:21:13.400564,True,1.351,,,,10965.18,238.01,Long-haul,Average
N555AZ,Unknown Airline,,A320,ORD,JFK,,,,opensky_network,1191.05,180,0.7420499557932563,174.13,0.1462,23258.37,2025-09-03T23:21:13.400564,True,1.665,,,,609.6,48.87,Medium-haul,Poor
N474X,Unknown Airline,,A320,ORD,LHR,,,,opensky_network,6362.42,180,0.7987798317072998,721.83,0.1135,103784.98,2025-09-03T23:21:13.400564,False,1.293,,,,7673.34,215.63,Ultra-long-haul,Good
N136KY,Unknown Airline,,A320,DEN,LHR,,,,opensky_network,7517.64,180,0.8908298873253631,764.28,0.1017,122551.82,2025-09-03T23:21:13.400564,False,1.158,,,,792.48,68.33,Ultra-long-haul,Excellent
ABY253,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8897469494087485,566.12,0.1019,90666.64,2025-09-03T23:21:13.400564,False,1.161,,,,,1.54,Ultra-long-haul,Excellent
AIC920,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.7922341840298825,504.5,0.1267,71942.79,2025-09-03T23:21:13.400564,True,1.443,,,,3040.38,129.76,Long-haul,Average
AXB1577,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.861500092201769,652.81,0.1052,101231.26,2025-09-03T23:21:13.400564,False,1.198,,,,11285.22,235.02,Ultra-long-haul,Excellent
AAL1373,American Airlines,,A320,ATL,LAX,,,,opensky_network,3132.49,180,0.8072253151810728,390.03,0.1245,56671.58,2025-09-03T23:21:13.400564,True,1.418,0.092,2023.0,ESG Report,8968.74,276.41,Long-haul,Average
TVF3650,Unknown Airline,,A320,ORY,LHR,,,,opensky_network,366.61,180,0.7108691247956961,76.39,0.2084,9774.59,2025-09-03T23:21:13.400564,False,2.373,,,,3383.28,174.5,Short-haul,Poor
EZY97KL,Unknown Airline,,A320,LGW,FRA,,,,opensky_network,631.54,180,0.7046930392955508,110.72,0.1753,14044.25,2025-09-03T23:21:13.400564,False,1.996,,,,3962.4,154.93,Medium-haul,Poor
TVF37MA,Unknown Airline,,A320,ORY,CDG,,,,opensky_network,34.16,180,0.7045039099020993,25.76,0.754,3266.64,2025-09-03T23:21:13.400564,True,8.587,,,,876.3,96.48,Short-haul,Poor
N2068A,Unknown Airline,,A320,DEN,CDG,,,,opensky_network,7854.32,180,0.7931739212439707,896.69,0.1142,128021.6,2025-09-03T23:21:13.400564,False,1.301,,,,7.62,24.74,Ultra-long-haul,Good
N156U,Unknown Airline,,A320,ORD,SYD,,,,opensky_network,9669.16,180,0.8539066024688998,970.94,0.1004,149236.57,2025-09-03T23:21:13.405061,False,1.143,,,,2674.62,65.07,Ultra-long-haul,Excellent
TVF3422,Unknown Airline,,A320,CDG,JFK,,,,opensky_network,5849.15,180,0.8501586536588633,623.72,0.1066,95446.97,2025-09-03T23:21:13.405061,False,1.214,,,,9121.14,244.82,Ultra-long-haul,Excellent
SWA8545,Southwest Airlines,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.7590840150946315,1225.6,0.1129,167460.01,2025-09-03T23:21:13.405061,False,1.286,0.093,2023.0,Environmental Report,320.04,62.15,Ultra-long-haul,Good
TVF60LJ,Unknown Airline,,A320,CDG,LAX,,,,opensky_network,9124.23,180,0.8611453425928729,908.67,0.0996,140849.45,2025-09-03T23:21:13.405061,False,1.134,,,,11574.78,223.65,Ultra-long-haul,Excellent
EDV5108,Unknown Airline,,A320,LAX,CDG,,,,opensky_network,9124.23,180,0.8245020632804847,949.05,0.104,140848.86,2025-09-03T23:21:13.405061,False,1.184,,,,4747.26,195.82,Ultra-long-haul,Excellent
TVF8965,Unknown Airline,,A320,CDG,JFK,,,,opensky_network,5849.15,180,0.7691315506750621,689.43,0.1179,95447.23,2025-09-03T23:21:13.405061,False,1.343,,,,6850.38,178.66,Ultra-long-haul,Average
AKJ114U,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8797044709348535,454.33,0.1141,71941.7,2025-09-03T23:21:13.405061,True,1.299,,,,83.82,0.0,Long-haul,Good
TVF50BB,Unknown Airline,,A320,CDG,SYD,,,,opensky_network,10306.69,180,0.8150661075799983,1084.08,0.1052,159047.44,2025-09-03T23:21:13.405061,False,1.198,,,,6172.2,219.96,Ultra-long-haul,Excellent
TVF63YV,Unknown Airline,,A320,CDG,SIN,,,,opensky_network,10729.61,180,0.7598501745466553,1210.44,0.1128,165555.55,2025-09-03T23:21:13.406067,False,1.285,,,,7155.18,208.5,Ultra-long-haul,Good
N5642A,Unknown Airline,,A320,DEN,JFK,,,,opensky_network,2616.58,180,0.8333658786899939,318.89,0.1219,47835.37,2025-09-03T23:21:13.406067,True,1.388,,,,1005.84,51.59,Long-haul,Average
CGBFA,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.816777231244064,649.21,0.111,95446.79,2025-09-03T23:21:13.406067,False,1.264,,,,784.86,61.5,Ultra-long-haul,Good
AIC2029,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.7796567063637312,721.34,0.1162,101231.56,2025-09-03T23:21:13.406067,False,1.323,,,,10965.18,255.99,Ultra-long-haul,Good
MBU9PN,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8180275526471319,648.22,0.1108,95447.13,2025-09-03T23:21:13.406067,False,1.262,,,,11262.36,208.7,Ultra-long-haul,Good
ARE4216,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.7914567714023418,504.99,0.1268,71942.0,2025-09-03T23:21:13.406067,True,1.444,,,,5486.4,183.03,Long-haul,Average
EJU351G,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8225103895985378,1131.09,0.1042,167459.99,2025-09-03T23:21:13.406067,False,1.187,,,,10370.82,226.22,Ultra-long-haul,Excellent
ARE4057,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8113768327031924,653.53,0.1117,95446.64,2025-09-03T23:21:13.406067,False,1.272,,,,6096.0,196.73,Ultra-long-haul,Good
PSVOO,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8502465963364145,623.66,0.1066,95447.66,2025-09-03T23:21:13.406067,False,1.214,,,,167.64,49.47,Ultra-long-haul,Excellent
G72210,Unknown Airline,,A320,LAX,FRA,,,,opensky_network,9343.38,180,0.8238598973885285,972.54,0.1041,144222.61,2025-09-03T23:21:13.407066,False,1.186,,,,1036.32,40.13,Ultra-long-haul,Excellent
N800PL,Unknown Airline,,A320,ATL,SYD,,,,opensky_network,10544.82,180,0.7793397380642368,1159.9,0.11,162712.11,2025-09-03T23:21:13.407066,False,1.253,,,,2697.48,142.87,Ultra-long-haul,Good
NSZ2067,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8235284621349026,485.33,0.1219,71942.95,2025-09-03T23:21:13.407066,True,1.388,,,,6050.28,204.76,Long-haul,Average
NSZ59T,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8566621925370929,1055.98,0.1001,162831.27,2025-09-03T23:21:13.407066,False,1.14,,,,10972.8,199.85,Ultra-long-haul,Excellent
NSZ16Z,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8047212153444112,658.94,0.1127,95447.34,2025-09-03T23:21:13.407066,False,1.284,,,,3535.68,160.93,Ultra-long-haul,Good
OCTAN61,Unknown Airline,,A320,LAX,NRT,,,,opensky_network,8771.78,180,0.8248755808721886,912.09,0.104,135424.94,2025-09-03T23:21:13.407066,False,1.184,,,,4587.24,209.76,Ultra-long-haul,Excellent
DAL751,Delta Air Lines,,A320,LAX,SYD,,,,opensky_network,8038.4,180,0.7518916743257789,917.23,0.1141,124138.37,2025-09-03T23:21:13.407066,False,1.299,0.095,2023.0,Sustainability Report,10668.0,244.36,Ultra-long-haul,Good
PGT3EU,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8003717664957172,629.34,0.1133,90667.07,2025-09-03T23:21:13.407066,False,1.29,,,,6057.9,209.7,Ultra-long-haul,Good
PGT77BK,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8866989019733673,568.07,0.1023,90667.27,2025-09-03T23:21:13.407066,False,1.165,,,,1874.52,121.55,Ultra-long-haul,Excellent
PGT5YF,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.7827815980584218,718.46,0.1158,101231.51,2025-09-03T23:21:13.407066,False,1.319,,,,3970.02,156.18,Ultra-long-haul,Good
LPE2052,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.7960020834248581,1136.46,0.1077,162832.41,2025-09-03T23:21:13.407066,False,1.227,,,,8618.22,222.72,Ultra-long-haul,Good
AAL2051,American Airlines,,A320,DEN,LHR,,,,opensky_network,7517.64,180,0.8520737558784099,799.04,0.1063,122551.38,2025-09-03T23:21:13.407066,False,1.211,0.092,2023.0,ESG Report,1493.52,143.68,Ultra-long-haul,Excellent
PGT7YY,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8678468173937465,648.04,0.1044,101231.9,2025-09-03T23:21:13.407066,False,1.189,,,,10972.8,235.03,Ultra-long-haul,Excellent
JMP901,Unknown Airline,,A320,DUS,JFK,,,,opensky_network,6033.35,180,0.7956322945799447,687.36,0.1139,98439.45,2025-09-03T23:21:13.407066,False,1.297,,,,2903.22,65.58,Ultra-long-haul,Good
OSU54,Unknown Airline,,A320,ATL,JFK,,,,opensky_network,1222.67,180,0.8127382848250093,163.05,0.1334,23853.06,2025-09-03T23:21:13.407066,True,1.519,,,,1409.7,45.46,Medium-haul,Average
SWA1420,Southwest Airlines,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.7743992666833993,1168.16,0.1107,162832.0,2025-09-03T23:21:13.407066,False,1.261,0.093,2023.0,Environmental Report,11277.6,266.45,Ultra-long-haul,Good
OUA11,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8408272444920808,475.34,0.1193,71942.19,2025-09-03T23:21:13.407066,True,1.359,,,,533.4,45.42,Long-haul,Average
N979MB,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8325240057203913,605.03,0.1089,90666.36,2025-09-03T23:21:13.407066,False,1.24,,,,7894.32,195.79,Ultra-long-haul,Good
MBU9LK,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8143835510088847,1142.38,0.1053,167460.39,2025-09-03T23:21:13.407066,False,1.199,,,,10187.94,247.4,Ultra-long-haul,Excellent
MBU2CS,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.8909131448577048,1475.64,0.0961,236640.07,2025-09-03T23:21:13.407066,False,1.094,,,,10660.38,255.37,Ultra-long-haul,Excellent
N929CD,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8155946119206872,490.05,0.123,71942.79,2025-09-03T23:21:13.407066,True,1.401,,,,2004.06,54.06,Long-haul,Average
BVR80,Unknown Airline,,A320,MUC,LHR,,,,opensky_network,942.88,180,0.7497297027964476,149.43,0.1585,20165.78,2025-09-03T23:21:13.407066,False,1.805,,,,579.12,83.49,Medium-haul,Poor
GLOCK71,Unknown Airline,,A320,ORD,JFK,,,,opensky_network,1191.05,180,0.7598424771564052,170.05,0.1428,23258.02,2025-09-03T23:21:13.407066,True,1.626,,,,4663.44,196.05,Medium-haul,Poor
DELTX,Unknown Airline,,A320,MUC,NRT,,,,opensky_network,9390.21,180,0.8706176499931402,924.9,0.0985,144942.17,2025-09-03T23:21:13.407066,False,1.122,,,,548.64,28.41,Ultra-long-haul,Excellent
PGT6MA,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.830035621815096,638.84,0.1092,95446.79,2025-09-03T23:21:13.407066,False,1.244,,,,3048.0,135.93,Ultra-long-haul,Good
IGO5078,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8590359437085738,1053.07,0.0998,162832.5,2025-09-03T23:21:13.407066,False,1.137,,,,10561.32,240.34,Ultra-long-haul,Excellent
ANE13XU,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8184064662815764,488.36,0.1226,71941.86,2025-09-03T23:21:13.410137,True,1.396,,,,5486.4,136.89,Long-haul,Average
AIC2410,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.8167921156335742,1609.55,0.1049,236640.19,2025-09-03T23:21:13.410137,False,1.195,,,,9128.76,238.12,Ultra-long-haul,Excellent
UAL583,United Airlines,,A320,LAX,SIN,,,,opensky_network,14113.72,180,0.8417787069461999,1436.36,0.1018,217637.51,2025-09-03T23:21:13.410137,False,1.159,0.089,2023.0,Sustainability Report,388.62,66.13,Ultra-long-haul,Excellent
SWA3020,Southwest Airlines,,A320,ORD,SIN,,,,opensky_network,15059.84,180,0.7737402353911211,1667.22,0.1107,232199.14,2025-09-03T23:21:13.410137,False,1.261,0.093,2023.0,Environmental Report,11277.6,269.41,Ultra-long-haul,Good
DAL2778,Delta Air Lines,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8090934215630075,622.56,0.1121,90667.66,2025-09-03T23:21:13.410137,False,1.277,0.095,2023.0,Sustainability Report,3025.14,133.88,Ultra-long-haul,Good
UAL2127,United Airlines,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8809266115118911,453.7,0.1139,71941.75,2025-09-03T23:21:13.410137,True,1.297,0.089,2023.0,Sustainability Report,7490.46,223.11,Long-haul,Good
WZZ5WB,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8998097095990666,625.02,0.1007,101231.83,2025-09-03T23:21:13.410137,False,1.147,,,,7185.66,201.71,Ultra-long-haul,Excellent
DAL562,Delta Air Lines,,A320,ORD,NRT,,,,opensky_network,10096.38,180,0.8927805734935714,969.57,0.096,155810.39,2025-09-03T23:21:13.410137,False,1.093,0.095,2023.0,Sustainability Report,10058.4,259.68,Ultra-long-haul,Excellent
N929E,Unknown Airline,,A320,LAX,NRT,,,,opensky_network,8771.78,180,0.7514659000346652,1001.19,0.1141,135424.83,2025-09-03T23:21:13.410137,False,1.299,,,,746.76,41.68,Ultra-long-haul,Good
